1-0.218692929443359i,1-0.227455625420211i,1-0.249667446049523i,1-0.263129549811979i,1-0.247861176264803i,1-0.198228402666113i,1-0.172748514996716i,1-0.166307763879676i,1-0.163254448966215i,1-0.178302125696109i
0.959604556528323-0.134249551604376i,0.931228152637922-0.176014306982206i,0.920087940421864-0.198700900308861i,0.915077325949862-0.206240939067163i,0.900889928773937-0.226680758719438i,0.931983104320692-0.159527950553763i,0.951450886998788-0.133976245112802i,0.940381873203599-0.136621385672878i,0.944544214534299-0.138209050428666i,0.9439161844115-0.15136504042114i
0.938555501632534-0.105100546074937i,0.875320400258017-0.126708050685392i,0.866451584691412-0.140984322997703i,0.8489280759233-0.140104921200487i,0.824506750260674-0.146265897027022i,0.890098912146371-0.104165040812891i,0.907641399181767-0.0918487970284768i,0.912329311769282-0.0838288284759476i,0.899119715779646-0.09597285621747i,0.893080934758713-0.128105252747368i
0.909286457400337-0.0848727081070597i,0.850865196370867-0.0951300044778163i,0.830448162371827-0.108152720215801i,0.824031683405637-0.107134565588919i,0.799113484431248-0.101163260423125i,0.864136675229652-0.0781346496701412i,0.902991367100084-0.0641855827453643i,0.902785196762331-0.0690034287988127i,0.882428531325379-0.080986444780895i,0.863113213171643-0.124616700150482i
0.872425980147093-0.0861208465473744i,0.801587974393333-0.0912163977920531i,0.7830039833631-0.0980394092325517i,0.771328329442362-0.0971768823681061i,0.755300747264592-0.0895500624330886i,0.840621006906724-0.0708641105017059i,0.872548388470298-0.0686445631126426i,0.858286478440747-0.076722621987734i,0.846656565526327-0.0994545489351737i,0.780110108790105-0.16217324504151i
0.843757538188394-0.103932883388312i,0.773892248911522-0.101003193930762i,0.754098325134127-0.102084085924173i,0.739532739257875-0.102936697161283i,0.720698056682146-0.101042469300358i,0.813979720961488-0.092635301503637i,0.84643401741577-0.0906701207163631i,0.833339657135345-0.100441781384803i,0.800914047983349-0.129508879212171i,0.701904583030575-0.198568814867589i
0.80552033037814-0.130674052170345i,0.736408621085268-0.121046494648443i,0.715555881102381-0.11785718757589i,0.702331899111785-0.113497659896506i,0.686904758747835-0.107630725803932i,0.78807167660795-0.118348142810232i,0.816938633716718-0.119449037658385i,0.796076655742188-0.129628335966981i,0.743752833750979-0.16616669812321i,0.603660285432817-0.210131642770828i
0.709794540720297-0.191654013815317i,0.653423885574909-0.171176146114379i,0.635145968105362-0.162511089830782i,0.630549124303074-0.158903736111099i,0.615650301630998-0.148654723956213i,0.705103973083721-0.161820849502669i,0.730226260367972-0.175236697118391i,0.69645513110376-0.192365881689324i,0.618254420065493-0.203701262625414i,0.469373867339047-0.191215832453921i
0.599901533118758-0.230018069833234i,0.562502147709377-0.206901236412363i,0.55007451592197-0.203937638582497i,0.543235573595137-0.190089820317253i,0.538940677560668-0.190116469500166i,0.62176313145853-0.21013961399049i,0.624109147053745-0.232675311887663i,0.590790668230513-0.225082395475676i,0.521347833743044-0.215820439629896i,0.384021505647728-0.18125307577015i
0.485952866715502-0.241391006164443i,0.451139842331228-0.22402250681165i,0.449177932590545-0.221283844399946i,0.450409292485364-0.212867433734495i,0.437356025956696-0.210563791125433i,0.50373599379289-0.23834891887905i,0.50091789845773-0.251453541177255i,0.479487685021895-0.240101955794131i,0.414327687889802-0.215563587444466i,0.312155795358175-0.174138076736113i
0.32758041535281-0.245635175325047i,0.30787276228547-0.226354356100086i,0.305026491049594-0.221514056032445i,0.299380995540802-0.216938421293622i,0.301731220924495-0.216861096963866i,0.346028792395583-0.247304649873125i,0.345256465901649-0.250688077570237i,0.328811305666968-0.239112441554507i,0.284724717867563-0.210254296934122i,0.216573587216796-0.161617479387979i
0.220797430081854-0.229441592786142i,0.199038984834326-0.211344332796008i,0.19421466058206-0.212041514926877i,0.197487244261593-0.209531162947403i,0.191785794156346-0.205826139797345i,0.227823770636413-0.235469015590525i,0.223989426996432-0.238048375301798i,0.21433720390988-0.225393978630398i,0.187606843605092-0.196670503473452i,0.140178948791087-0.151074748039955i
0.115357469503149-0.200007607902608i,0.104673628964953-0.185565877613835i,0.100456984409955-0.190787906752202i,0.103842841458513-0.18197486493516i,0.102599233472749-0.183837410166759i,0.119178158215526-0.20891260861776i,0.119618021729691-0.206522391083819i,0.115063433211052-0.200019992169669i,0.102750710629861-0.1743226926795i,0.073935542108322-0.132578234420991i
0-0.150101828698181i,0-0.146627613703192i,0-0.147605393230843i,0-0.141860081277936i,0-0.144812038056213i,0-0.164888035250466i,0-0.158712848474147i,0-0.1512377187636i,0-0.133096413586871i,0-0.10164409887162i
